iter	Logloss
362	0.2176009495
363	0.2175831854
364	0.2175743606
365	0.2175616886
366	0.2175359811
367	0.2175257949
368	0.2175071185
369	0.2174912726
370	0.2174787503
371	0.2174614284
372	0.2174456282
373	0.2174398756
374	0.2174191297
375	0.2174045443
376	0.2173995379
377	0.2173837623
378	0.2173720664
379	0.2173632685
380	0.2173488502
381	0.2173309557
382	0.2173226341
383	0.2173025106
384	0.2172926032
385	0.2172804137
386	0.217262175
387	0.2172408923
388	0.2172317941
389	0.2172194259
390	0.2172130177
391	0.2172025878
392	0.2171919565
393	0.2171773548
394	0.2171701095
395	0.2171588483
396	0.2171487738
397	0.2171365303
398	0.2171264945
399	0.2171163917
400	0.2171096178
401	0.2170997876
402	0.2170932493
403	0.2170793654
404	0.217067194
405	0.2170581876
406	0.2170473604
407	0.2170404436
408	0.2170320986
409	0.2170190708
410	0.2170133302
411	0.2170069125
412	0.2169910297
413	0.2169816138
414	0.216975392
415	0.2169668268
416	0.2169581443
417	0.2169507727
418	0.2169406234
419	0.2169375836
420	0.2169239608
421	0.2169076976
422	0.2168951477
423	0.2168847421
424	0.2168598743
425	0.2168434037
426	0.2168259744
427	0.216819154
428	0.2168123647
429	0.2167982227
430	0.2167898659
431	0.2167764561
432	0.216767456
433	0.2167579176
434	0.2167474876
435	0.2167369064
436	0.2167280881
437	0.2167170156
438	0.2167023054
439	0.2166893908
440	0.2166768753
441	0.216662159
442	0.2166499461
443	0.2166338901
444	0.2166237845
445	0.2166153573
446	0.2166033079
447	0.2165902392
448	0.2165798344
449	0.2165651678
450	0.2165515883
451	0.2165457119
452	0.2165356357
453	0.2165238831
454	0.2165173001
455	0.2165056625
456	0.216485021
457	0.2164735571
458	0.2164611637
459	0.2164533352
460	0.2164362084
461	0.2164263888
462	0.2164181572
463	0.216411346
464	0.2163934571
465	0.216380919
466	0.2163749279
467	0.2163693851
468	0.2163566114
469	0.216351532
470	0.2163423738
471	0.2163374019
472	0.2163253667
473	0.2163155531
474	0.2163094636
475	0.2162994066
476	0.2162928915
477	0.2162879825
478	0.2162784226
479	0.2162673337
480	0.2162492485
481	0.2162417309
482	0.21622002
483	0.2162162079
484	0.2162030228
485	0.2161974709
486	0.2161894832
487	0.2161663357
488	0.2161611439
489	0.2161478226
490	0.2161346074
491	0.2161282115
492	0.216116588
493	0.2161103081
494	0.2161031131
495	0.2160956044
496	0.2160895964
497	0.2160766264
498	0.2160654361
499	0.2160563969
500	0.2160446016
501	0.2160364939
502	0.2160292738
503	0.216019148
504	0.2160051861
505	0.2159914158
506	0.2159813884
507	0.215970992
508	0.2159626472
509	0.2159550289
510	0.215943177
511	0.2159338774
512	0.2159242694
513	0.215919202
514	0.2159082922
515	0.2159009994
516	0.2158945291
517	0.2158892063
518	0.2158824724
519	0.2158717941
520	0.215860517
521	0.2158497522
522	0.2158417178
523	0.2158292347
524	0.2158227648
525	0.2158150977
526	0.2158078247
527	0.2157990034
528	0.2157905551
529	0.2157781727
530	0.2157698759
531	0.215759852
532	0.2157468339
533	0.2157375104
534	0.2157272882
535	0.2157183963
536	0.215708764
537	0.2157039489
538	0.215694731
539	0.2156887776
540	0.2156849309
541	0.2156725329
542	0.2156611101
543	0.2156436715
544	0.2156218224
545	0.21561581
546	0.2156110853
547	0.2156091979
548	0.2156000585
549	0.2155837537
550	0.2155701197
551	0.2155616739
552	0.2155540098
553	0.21554521
554	0.2155281588
555	0.2155160322
556	0.2155067277
557	0.2155003647
558	0.2154840541
559	0.2154752852
560	0.2154611163
561	0.2154550361
562	0.2154412691
563	0.215434399
564	0.2154241541
565	0.2154169666
566	0.215407575
567	0.2154016967
568	0.2153932577
569	0.2153856534
570	0.2153820528
571	0.215363949
572	0.2153571731
573	0.2153493349
574	0.2153353269
575	0.2153218347
576	0.2153153951
577	0.2153030437
578	0.2152985671
579	0.2152893324
580	0.2152763809
581	0.215266255
582	0.2152550882
583	0.2152387659
584	0.2152235435
585	0.2152176133
586	0.2152107965
587	0.2152013178
588	0.2151949392
589	0.2151851015
590	0.2151719027
591	0.215163854
592	0.2151581829
593	0.2151494703
594	0.2151423518
595	0.2151363125
596	0.2151312378
597	0.2151220535
598	0.2151108174
599	0.2151027654
600	0.2150931456
601	0.2150834165
602	0.2150753193
603	0.2150629199
604	0.215055024
605	0.2150442128
606	0.2150298833
607	0.2150199859
608	0.2150137037
609	0.2150093242
610	0.2150011711
611	0.2149880445
612	0.214977418
613	0.2149673221
614	0.2149519094
615	0.2149464897
616	0.2149380234
617	0.2149236833
618	0.2149167077
619	0.2149055237
620	0.2148982261
621	0.2148900542
622	0.2148793336
623	0.2148683523
624	0.2148560413
625	0.2148460547
626	0.2148337792
627	0.2148262519
628	0.2148163898
629	0.2148051027
630	0.2147938388
631	0.2147868967
632	0.2147810281
633	0.2147710597
634	0.2147570166
635	0.2147522461
636	0.2147439611
637	0.2147373558
638	0.2147270709
639	0.2147222326
640	0.2147140296
641	0.2147036224
642	0.2146976167
643	0.2146902477
644	0.2146707146
645	0.2146653657
646	0.214657909
647	0.2146468221
648	0.2146408771
649	0.2146319276
650	0.2146215425
651	0.2146122957
652	0.2146044665
653	0.2145980292
654	0.2145875095
655	0.214577466
656	0.2145672922
657	0.2145530849
658	0.2145418302
659	0.2145282685
660	0.2145202878
661	0.2145098326
662	0.2144978676
663	0.2144886069
664	0.2144829856
665	0.2144730256
666	0.2144652577
667	0.2144554139
668	0.2144452942
669	0.2144399379
670	0.2144292298
671	0.2144202418
672	0.2144122403
673	0.214398355
674	0.2143877139
675	0.214377043
676	0.2143660119
677	0.2143603525
678	0.2143478425
679	0.2143354807
680	0.2143259616
681	0.2143172333
682	0.2143082631
683	0.2142993628
684	0.2142899144
685	0.2142839139
686	0.2142745291
687	0.2142632565
688	0.2142513016
689	0.2142430994
690	0.2142277424
691	0.2142179746
692	0.2142055945
693	0.2141947379
694	0.2141882849
695	0.2141837263
696	0.2141749605
697	0.214160336
698	0.214151305
699	0.2141387116
700	0.2141297667
701	0.2141237654
702	0.2141073067
703	0.2141030076
704	0.2140896981
705	0.2140800034
706	0.2140701078
707	0.2140501899
708	0.214042733
709	0.2140330218
710	0.2140225755
711	0.2140118603
712	0.2140015318
713	0.2139932493
714	0.2139832642
715	0.2139700963
716	0.2139633015
717	0.2139590804
718	0.2139464943
719	0.2139357995
720	0.2139232721
721	0.2139090007
722	0.213898815
723	0.2138911993
724	0.2138796149
725	0.2138703069
726	0.213863019
727	0.2138546349
728	0.2138438761
729	0.2138340502
730	0.2138276245
731	0.2138171972
732	0.2138076723
733	0.2137968096
734	0.2137915848
735	0.2137785844
736	0.2137735418
737	0.2137624829
738	0.2137548098
739	0.2137452422
740	0.2137410432
741	0.2137322616
742	0.2137225272
743	0.2137102983
744	0.2137043977
745	0.2136932529
746	0.2136792356
747	0.2136722069
748	0.2136568565
749	0.2136483914
750	0.2136405809
751	0.2136339843
752	0.2136240307
753	0.213608652
754	0.2135995473
755	0.213589101
756	0.2135798106
757	0.213577967
758	0.2135633663
759	0.2135547915
760	0.2135464161
761	0.2135317587
762	0.2135247224
763	0.2135144286
764	0.2135033565
765	0.21349833
766	0.2134963165
767	0.2134858728
768	0.2134764619
769	0.213469543
770	0.2134594497
771	0.21344899
772	0.2134376772
773	0.2134288403
774	0.2134238096
775	0.2134125844
776	0.2133937999
777	0.2133855918
778	0.2133734532
779	0.2133640621
780	0.2133537826
781	0.2133417892
782	0.2133307243
783	0.2133220446
784	0.2133123033
785	0.2133057618
786	0.2132925679
787	0.2132825426
788	0.2132751669
789	0.2132676555
790	0.2132552962
791	0.2132402933
792	0.213231441
793	0.2132188582
794	0.2132024949
795	0.2131947157
796	0.2131907442
797	0.2131851732
798	0.2131740157
799	0.2131643788
800	0.2131599019
801	0.2131536082
802	0.2131484765
803	0.2131326731
804	0.2131247733
805	0.2131189027
806	0.2131112536
807	0.2130976843
808	0.2130879711
809	0.21307801
810	0.2130688119
811	0.2130608228
812	0.2130510244
813	0.2130408776
814	0.2130260672
815	0.2130141585
816	0.2130058676
817	0.2130003137
818	0.2129927713
819	0.2129850359
820	0.212973133
821	0.2129658898
822	0.212956545
823	0.2129484648
824	0.2129415314
825	0.2129325923
826	0.2129199738
827	0.2129107718
828	0.212898967
829	0.2128891673
830	0.2128828763
831	0.2128772281
832	0.2128679814
833	0.2128592409
834	0.2128512872
835	0.2128452202
836	0.2128355809
837	0.2128214504
838	0.2128166259
839	0.2128074413
840	0.2127935362
841	0.2127826924
842	0.2127763073
843	0.2127671339
844	0.2127592209
845	0.2127513851
846	0.2127391048
847	0.2127295543
848	0.2127202147
849	0.2127054737
850	0.2126988891
851	0.2126903981
852	0.2126808668
853	0.2126709711
854	0.2126612753
855	0.2126423517
856	0.2126395041
857	0.2126306344
858	0.2126231509
859	0.2126104467
860	0.2125993769
861	0.2125932437
862	0.212584959
863	0.2125794564
864	0.2125690703
865	0.2125580406
866	0.2125462652
867	0.2125416275
868	0.2125345137
869	0.2125295373
870	0.2125237959
871	0.2125160761
872	0.2125049213
873	0.212497145
874	0.2124862003
875	0.2124798136
876	0.2124713293
877	0.2124654721
878	0.2124565132
879	0.2124465195
880	0.2124372697
881	0.2124294337
882	0.2124193128
883	0.2124054492
884	0.2124009593
885	0.2123924704
886	0.2123843577
887	0.2123747637
888	0.2123695634
889	0.2123617986
890	0.2123535443
891	0.2123488232
892	0.2123402064
893	0.2123315598
894	0.2123242063
895	0.2123085903
896	0.2122999003
897	0.2122927156
898	0.2122868946
899	0.2122815534
900	0.2122734708
901	0.2122682136
902	0.2122518088
903	0.2122397427
904	0.2122344172
905	0.212222024
906	0.2122150596
907	0.2122058872
908	0.2122001516
909	0.2121877077
910	0.2121794839
911	0.212175612
912	0.2121659654
913	0.2121590124
914	0.2121492126
915	0.2121416159
916	0.2121312252
917	0.2121267103
918	0.2121183878
919	0.2121102078
920	0.2120984572
921	0.2120894674
922	0.2120748198
923	0.2120649097
924	0.2120555459
925	0.212046291
926	0.2120387046
927	0.2120290003
928	0.2120208847
929	0.2120133012
930	0.2120021781
931	0.2119941454
932	0.2119893124
933	0.211984827
934	0.2119748665
935	0.2119680003
936	0.2119573686
937	0.2119531696
938	0.2119382448
939	0.211927414
940	0.2119224689
941	0.2119025424
942	0.2118932956
943	0.2118827608
944	0.2118754333
945	0.2118691011
946	0.2118586872
947	0.2118445314
948	0.2118371552
949	0.2118268701
950	0.2118189561
951	0.211813863
952	0.2118048187
953	0.2117955303
954	0.2117883577
955	0.2117800944
956	0.211769993
957	0.2117597504
958	0.2117567041
959	0.2117497633
960	0.2117380231
961	0.2117307741
962	0.2117245778
963	0.2117133773
964	0.211709268
965	0.211697375
966	0.2116928955
967	0.2116831803
968	0.21166813
969	0.2116569044
970	0.2116504104
971	0.2116395866
972	0.2116306957
973	0.2116238601
974	0.2116129991
975	0.2115992422
976	0.2115910245
977	0.2115811272
978	0.2115725239
979	0.2115638993
980	0.2115556098
981	0.2115455869
982	0.2115394741
983	0.2115311617
984	0.2115265488
985	0.2115172823
986	0.2115078127
987	0.2114971792
988	0.211487843
989	0.211483301
990	0.211476566
991	0.2114674843
992	0.2114614378
993	0.2114480916
994	0.2114406557
995	0.211432823
996	0.2114265203
997	0.2114203545
998	0.2114156377
999	0.2114079425
1000	0.2114000185
1001	0.2113957716
1002	0.2113883384
1003	0.2113824628
1004	0.2113737651
1005	0.2113693844
1006	0.2113614884
1007	0.2113515744
1008	0.211343298
1009	0.2113385284
1010	0.2113309347
1011	0.2113238639
1012	0.2113144843
1013	0.2113045782
1014	0.2112966986
1015	0.2112897807
1016	0.2112789054
1017	0.2112669633
1018	0.2112530323
1019	0.2112402707
1020	0.2112320741
1021	0.2112243979
1022	0.21121465
1023	0.2112070009
1024	0.2111948722
1025	0.2111887713
1026	0.2111773811
1027	0.2111652984
1028	0.2111581594
1029	0.2111501276
1030	0.2111423622
1031	0.2111335721
1032	0.2111276512
1033	0.2111158718
1034	0.2111074612
1035	0.2110993007
1036	0.2110905818
1037	0.2110805177
1038	0.2110753842
1039	0.2110653158
1040	0.2110612424
1041	0.211056271
1042	0.2110471191
1043	0.2110333742
1044	0.2110265241
1045	0.2110207335
1046	0.2110090367
1047	0.210999453
1048	0.2109902158
1049	0.2109828228
1050	0.2109727421
1051	0.2109634796
1052	0.2109571067
1053	0.2109506405
1054	0.2109396001
1055	0.2109349358
1056	0.210924717
1057	0.210913734
1058	0.2109050469
1059	0.2108934918
1060	0.210888968
1061	0.2108797155
1062	0.2108708453
1063	0.210862468
1064	0.2108551689
1065	0.2108492091
1066	0.2108406991
1067	0.2108330491
1068	0.2108261162
1069	0.2108159742
1070	0.2108099738
1071	0.2108022062
1072	0.2107942583
1073	0.2107856843
1074	0.2107760778
1075	0.210770053
1076	0.2107632149
1077	0.2107582299
1078	0.2107464668
1079	0.2107367991
1080	0.2107199966
1081	0.2107161491
1082	0.2107099683
1083	0.2107037585
1084	0.2106974963
1085	0.2106897477
1086	0.2106837897
1087	0.2106743246
1088	0.2106644573
1089	0.2106570812
1090	0.2106473105
1091	0.2106397815
1092	0.2106308648
1093	0.2106190778
1094	0.2106131274
1095	0.21060405
1096	0.210592767
1097	0.2105827859
1098	0.2105764925
1099	0.2105691504
1100	0.2105599543
1101	0.2105551099
1102	0.2105462199
1103	0.2105416948
1104	0.2105309081
1105	0.2105212331
1106	0.2105168491
1107	0.2105113893
1108	0.2105033032
1109	0.2104958595
1110	0.2104903523
1111	0.2104804218
1112	0.2104715563
1113	0.2104639485
1114	0.2104592499
1115	0.21045193
1116	0.2104461889
1117	0.2104380572
1118	0.2104304609
1119	0.2104206485
1120	0.2104155699
1121	0.2104101091
1122	0.210399393
1123	0.2103879571
1124	0.2103804726
1125	0.2103711351
1126	0.2103661559
1127	0.2103574921
1128	0.2103473712
1129	0.2103375204
1130	0.2103318498
1131	0.2103220621
1132	0.2103204608
1133	0.2103143498
1134	0.2103049459
1135	0.2102954185
1136	0.2102860745
1137	0.2102816976
1138	0.2102745377
1139	0.2102667477
1140	0.2102599327
1141	0.2102519886
1142	0.2102462354
1143	0.210232833
1144	0.2102284652
1145	0.2102210634
1146	0.2102117562
1147	0.2102044787
1148	0.2101978816
1149	0.2101900741
1150	0.2101798408
1151	0.2101711567
1152	0.2101653913
1153	0.2101596485
1154	0.210153293
1155	0.2101472943
1156	0.2101436538
1157	0.2101380109
1158	0.2101346613
1159	0.2101253784
1160	0.2101148444
1161	0.2101025025
1162	0.2100944989
1163	0.2100850543
1164	0.2100753051
1165	0.2100727263
1166	0.2100623081
1167	0.210053226
1168	0.2100472423
1169	0.2100363257
1170	0.2100324752
1171	0.2100257952
1172	0.2100156406
1173	0.2100064344
1174	0.2099972092
1175	0.2099925967
1176	0.2099788593
1177	0.2099635331
1178	0.2099571193
1179	0.2099488727
1180	0.2099405099
1181	0.2099310713
1182	0.2099233601
1183	0.2099182811
1184	0.2099083748
1185	0.2098983626
1186	0.2098905724
1187	0.2098835957
1188	0.2098773029
1189	0.2098703462
1190	0.2098635328
1191	0.2098499655
1192	0.2098462961
1193	0.2098300113
1194	0.209824646
1195	0.2098173333
1196	0.2098081502
1197	0.2097991891
1198	0.2097926718
1199	0.2097860197
1200	0.2097787535
1201	0.209769492
1202	0.2097664857
1203	0.2097580629
1204	0.2097510617
1205	0.2097439817
1206	0.2097345575
1207	0.2097303317
1208	0.2097216894
1209	0.209713342
1210	0.2097064695
1211	0.2096983607
1212	0.209688976
1213	0.2096748926
1214	0.2096675659
1215	0.2096568768
1216	0.2096432929
1217	0.2096368145
1218	0.2096282091
1219	0.2096219901
1220	0.2096053988
1221	0.2095972708
1222	0.2095894147
1223	0.2095820508
1224	0.2095747101
1225	0.2095677414
1226	0.2095576434
1227	0.2095521827
1228	0.2095456679
1229	0.2095394401
1230	0.2095285602
1231	0.2095190021
1232	0.20951336
1233	0.209510581
1234	0.2095033997
1235	0.2094956425
1236	0.2094833472
1237	0.2094732513
1238	0.2094652097
1239	0.2094532259
1240	0.2094479875
1241	0.2094398697
1242	0.2094283427
1243	0.2094202218
1244	0.209414838
1245	0.2094075227
1246	0.209399109
1247	0.2093893093
1248	0.2093809177
1249	0.2093742847
1250	0.2093649925
1251	0.2093618232
1252	0.2093542693
1253	0.2093467486
1254	0.2093388248
1255	0.2093300831
1256	0.2093229668
1257	0.2093136901
1258	0.2093121013
1259	0.2093041636
1260	0.2092948899
1261	0.2092881591
1262	0.2092789386
1263	0.2092738702
1264	0.209262594
1265	0.2092567941
1266	0.2092475168
1267	0.2092402151
1268	0.2092274269
1269	0.2092168208
1270	0.2092109328
1271	0.2092046847
1272	0.2091991495
1273	0.209190402
1274	0.2091837428
1275	0.2091750925
1276	0.2091710971
1277	0.2091624131
1278	0.2091552456
1279	0.2091484766
1280	0.2091457489
1281	0.209134221
1282	0.2091305201
1283	0.209124595
1284	0.2091176537
1285	0.2091121766
1286	0.2091074712
1287	0.2091022516
1288	0.2090957847
1289	0.209091678
1290	0.2090853582
1291	0.2090772513
1292	0.2090674813
1293	0.2090550143
1294	0.2090437134
1295	0.209036814
1296	0.2090304882
1297	0.2090253164
1298	0.2090167027
1299	0.2090102989
1300	0.2090014587
1301	0.2089942859
1302	0.2089846966
1303	0.2089770249
1304	0.2089701684
1305	0.2089603897
1306	0.2089521535
1307	0.2089442016
1308	0.2089391138
1309	0.2089322783
1310	0.2089233559
1311	0.2089183664
1312	0.2089071297
1313	0.2088962916
1314	0.2088897432
1315	0.20888293
1316	0.2088776679
1317	0.2088730597
1318	0.2088651034
1319	0.2088589409
1320	0.2088485453
1321	0.208839547
1322	0.2088340235
1323	0.2088314496
1324	0.2088243378
1325	0.2088179357
1326	0.2088088325
1327	0.2088021993
1328	0.208796081
1329	0.2087878827
1330	0.2087818964
1331	0.2087781659
1332	0.2087711483
1333	0.2087630747
1334	0.2087506931
1335	0.2087433319
1336	0.2087344225
1337	0.2087213224
1338	0.2087058649
1339	0.2086981
1340	0.2086930516
1341	0.2086845169
1342	0.2086767575
1343	0.2086705756
1344	0.2086662619
1345	0.2086573076
1346	0.2086526532
1347	0.2086499246
1348	0.208644533
1349	0.2086372476
1350	0.2086315306
1351	0.2086202663
1352	0.2086159731
1353	0.2086090687
1354	0.2086041875
1355	0.2085991862
1356	0.2085950886
1357	0.2085847903
1358	0.2085780938
1359	0.2085696612
1360	0.2085614546
1361	0.2085487724
1362	0.2085423541
1363	0.2085397064
1364	0.2085333913
1365	0.2085313691
1366	0.2085234909
1367	0.2085168297
1368	0.2085048147
1369	0.208496144
1370	0.2084836877
1371	0.2084759408
1372	0.2084654356
1373	0.2084574366
1374	0.2084497482
1375	0.2084423307
1376	0.2084376934
1377	0.2084296175
1378	0.2084273454
1379	0.2084197788
1380	0.2084157013
1381	0.2084073029
1382	0.2083997981
1383	0.2083933902
1384	0.208384208
1385	0.2083740596
1386	0.2083668327
1387	0.2083619329
1388	0.2083596728
1389	0.2083496283
1390	0.2083413816
1391	0.2083333672
1392	0.208322177
1393	0.2083165071
1394	0.2083060055
1395	0.20829669
1396	0.2082877942
1397	0.2082814087
1398	0.208271898
1399	0.2082658714
1400	0.2082601514
1401	0.2082514663
1402	0.2082382448
1403	0.2082340226
1404	0.2082225795
1405	0.2082141762
1406	0.2082079815
1407	0.2081984379
1408	0.20818511
1409	0.2081803822
1410	0.2081745054
1411	0.2081662032
1412	0.2081558968
1413	0.2081495859
1414	0.2081421373
1415	0.208134068
1416	0.2081246122
1417	0.208117244
1418	0.2081060479
1419	0.2080993852
1420	0.2080937007
1421	0.2080912176
1422	0.2080849217
1423	0.2080783092
1424	0.2080721151
1425	0.2080597298
1426	0.2080529542
1427	0.2080476867
1428	0.2080409755
1429	0.2080321355
1430	0.2080278196
1431	0.208021769
1432	0.2080140896
1433	0.2080034937
1434	0.2079945693
1435	0.2079888768
1436	0.2079822404
1437	0.2079751779
1438	0.2079653503
1439	0.2079580686
1440	0.20795284
1441	0.2079451012
1442	0.2079387591
1443	0.2079323494
1444	0.2079260583
1445	0.2079198155
1446	0.2079122195
1447	0.207903783
1448	0.2078967113
1449	0.2078931673
1450	0.2078863798
1451	0.2078829991
1452	0.2078721787
1453	0.2078627652
1454	0.2078565878
1455	0.207853787
1456	0.2078465659
1457	0.2078394982
1458	0.2078352755
1459	0.2078269198
1460	0.2078174272
1461	0.2078096677
1462	0.2077991794
1463	0.2077922476
1464	0.2077842304
1465	0.2077800354
1466	0.207773566
1467	0.207766392
1468	0.2077654397
1469	0.2077548352
1470	0.2077491625
1471	0.2077424941
1472	0.2077360799
1473	0.2077289077
1474	0.2077203509
1475	0.2077160167
1476	0.2077060684
1477	0.2076996563
1478	0.2076918495
1479	0.2076816093
1480	0.207672851
1481	0.2076661433
1482	0.207660571
1483	0.2076524897
1484	0.2076433108
1485	0.2076362152
1486	0.2076307344
1487	0.2076263544
1488	0.2076187764
1489	0.2076132808
1490	0.2076031792
1491	0.2075947433
1492	0.2075835444
1493	0.2075753842
1494	0.2075685331
1495	0.2075648894
1496	0.2075596232
1497	0.2075552223
1498	0.2075484261
1499	0.2075406258
1500	0.2075356733
1501	0.2075274402
1502	0.207520143
1503	0.2075119168
1504	0.2075078362
1505	0.2075017115
1506	0.2074995964
1507	0.2074971982
1508	0.2074890475
1509	0.207481942
1510	0.2074768691
1511	0.2074730867
1512	0.2074610406
