iter	Logloss
1513	0.2074554324
1514	0.2074500219
1515	0.2074410991
1516	0.20743105
1517	0.2074279266
1518	0.2074196456
1519	0.2074154482
1520	0.2074125156
1521	0.2074084222
1522	0.2074017234
1523	0.2073913753
1524	0.2073848558
1525	0.2073774217
1526	0.2073689861
1527	0.2073620392
1528	0.2073530237
1529	0.2073464231
1530	0.2073452705
1531	0.2073391909
1532	0.2073326679
1533	0.2073225055
1534	0.2073188605
1535	0.2073109454
1536	0.2073029496
1537	0.2072972371
1538	0.207290911
1539	0.207286539
1540	0.2072820178
1541	0.2072750453
1542	0.2072670691
1543	0.2072586259
1544	0.2072487214
1545	0.207244253
1546	0.2072359963
1547	0.2072321495
1548	0.2072272718
1549	0.2072096796
1550	0.2072046883
1551	0.2071949962
1552	0.2071839142
1553	0.2071743406
1554	0.2071670383
1555	0.2071610866
1556	0.2071570197
1557	0.2071493438
1558	0.2071460557
1559	0.20714126
1560	0.2071367471
1561	0.2071344577
1562	0.2071315188
1563	0.2071240777
1564	0.2071143311
1565	0.2071052171
1566	0.2070994934
1567	0.2070905339
1568	0.2070838796
1569	0.2070753124
1570	0.2070695791
1571	0.2070659283
1572	0.2070575367
1573	0.2070521893
1574	0.2070382135
1575	0.2070340843
1576	0.2070248532
1577	0.2070106847
1578	0.2069980039
1579	0.2069925986
1580	0.2069862447
1581	0.2069813596
1582	0.2069722153
1583	0.206966733
1584	0.2069544667
1585	0.2069499727
1586	0.2069414622
1587	0.2069319304
1588	0.206925557
1589	0.2069173656
1590	0.2069117428
1591	0.2069024069
1592	0.206896979
1593	0.2068932288
1594	0.2068840383
1595	0.2068757052
1596	0.2068713522
1597	0.2068607463
1598	0.2068531611
1599	0.2068446007
1600	0.2068423178
1601	0.2068379373
1602	0.2068292425
1603	0.2068249914
1604	0.2068220421
1605	0.2068157116
1606	0.2068064714
1607	0.2068008917
1608	0.2067933984
1609	0.206787208
1610	0.2067807631
1611	0.2067723723
1612	0.2067680856
1613	0.2067619704
1614	0.2067514763
1615	0.2067427466
1616	0.2067336128
1617	0.2067275615
1618	0.2067239974
1619	0.2067156921
1620	0.2067071291
1621	0.2066976265
1622	0.2066894427
1623	0.2066825806
1624	0.2066787951
1625	0.2066673243
1626	0.2066618825
1627	0.2066552989
1628	0.206648931
1629	0.2066462815
1630	0.2066403896
1631	0.2066338556
1632	0.2066320234
1633	0.2066266988
1634	0.2066205774
1635	0.2066146554
1636	0.2066061932
1637	0.2065944802
1638	0.2065857494
1639	0.2065778639
1640	0.2065717558
1641	0.2065645526
1642	0.2065589866
1643	0.2065511459
1644	0.2065462775
1645	0.2065390028
1646	0.2065313152
1647	0.2065234791
1648	0.206519741
1649	0.2065098967
1650	0.2065016127
1651	0.2064926848
1652	0.2064850867
1653	0.2064752007
1654	0.2064668821
1655	0.2064594207
1656	0.2064515706
1657	0.2064476479
1658	0.2064388772
1659	0.2064273774
1660	0.2064221676
1661	0.2064171522
1662	0.2064112991
1663	0.2064027062
1664	0.206395542
1665	0.2063920578
1666	0.2063857361
1667	0.2063790457
1668	0.2063757125
1669	0.2063717053
1670	0.2063638026
1671	0.2063581985
1672	0.2063507019
1673	0.2063414933
1674	0.2063368683
1675	0.2063274661
1676	0.2063200212
1677	0.2063140586
1678	0.2063038091
1679	0.2062968419
1680	0.2062901739
1681	0.2062829564
1682	0.2062751076
1683	0.20627099
1684	0.206262286
1685	0.2062569962
1686	0.2062475861
1687	0.206241878
1688	0.2062330418
1689	0.2062223456
1690	0.2062169106
1691	0.2062137705
